date,tweet,username,cleaning
Tue Apr 30 11:03:21 +0000 2024,@sbmptnfess aku ga iri sama iPhone nya aku iri sama gaya hidup nya yang ga harus pusing mikirin ukt dan biaya hidup lagi (khusus yang salah sasaran alias udah kaya tapi dapet kipk).,abstrzz,sbmptnfess aku ga iri sama iphone nya aku iri sama gaya hidup nya yang ga harus pusing mikirin ukt dan biaya hidup lagi khusus yang salah sasaran alias udah kaya tapi dapet kipk
Tue Apr 30 11:02:53 +0000 2024,@terpamungkas Kata anak saya banyak anak2 penerima kipk itu pke Ipon yg terbaru kan salah sasaran bgt njiirr..,ukhtielya,terpamungkas kata anak saya banyak anak penerima kipk itu pke ipon yg terbaru kan salah sasaran bgt njiirr
Tue Apr 30 11:02:41 +0000 2024,@undipmenfess bukan korban mah jatuhnya pelaku.. kamu salah satu kipk yg ga tepat sasaran ya?,alcnsbiil,undipmenfess bukan korban mah jatuhnya pelaku kamu salah satu kipk yg ga tepat sasaran ya
Tue Apr 30 11:02:36 +0000 2024,ngomong2 soal kipk salah sasaran di kelasku jg ada anak penerima kip tp dia bisa ngonser beli lighstick collect photocard make up nya mahal2 kayak skintific intinya hidupnya hedon bgtttt emg kipk salah sasaran tu sebanyak itu,dailyluckies,ngomong soal kipk salah sasaran di kelasku jg ada anak penerima kip tp dia bisa ngonser beli lighstick collect photocard make up nya mahal kayak skintific intinya hidupnya hedon bgtttt emg kipk salah sasaran tu sebanyak itu
Tue Apr 30 11:02:10 +0000 2024,@undipmenfess Hahahah anak kipk ternyata yang salah sasaran emang Hedon bgt yak,chanss26,undipmenfess hahahah anak kipk ternyata yang salah sasaran emang hedon bgt yak
Tue Apr 30 11:00:58 +0000 2024,satu per satu dispill semua pengguna KIPK salah sasaran ni wkwkwk,theanesia,satu per satu dispill semua pengguna kipk salah sasaran ni wkwkwk
Tue Apr 30 10:54:36 +0000 2024,@berkulyeah Yups yg bikin banyak anak putus kuliah itu ya pemerintah sebenarnya gak mampu bikin sistem fair sesuai dengan pendapatan masyarakat Indonesia akhinya UKT gila an harganya Bikin bantuan kipk begini juga bnyk salah sasaran artinya dari awal udah ada yg salah sistemnya,nmeilinaa,berkulyeah yups yg bikin banyak anak putus kuliah itu ya pemerintah sebenarnya gak mampu bikin sistem fair sesuai dengan pendapatan masyarakat indonesia akhinya ukt gila an harganya bikin bantuan kipk begini juga bnyk salah sasaran artinya dari awal udah ada yg salah sistemnya
Tue Apr 30 10:47:10 +0000 2024,yg lolos program KIPK salah sasaran cakep cakep semua anjirr curiga ada pemain di belakang layar ini mah,FigoArr,yg lolos program kipk salah sasaran cakep cakep semua anjirr curiga ada pemain di belakang layar ini mah
Tue Apr 30 10:47:03 +0000 2024,@undipmenfess kipk kebanyakan salah sasaran apa gmnsih,outgals,undipmenfess kipk kebanyakan salah sasaran apa gmnsih
Tue Apr 30 10:46:35 +0000 2024,sinting bgt responnya kok kaya gaterima gitu ngespill anak kipk yg salah sasaran?? km anak kipk yhh???,catnocturnne,sinting bgt responnya kok kaya gaterima gitu ngespill anak kipk yg salah sasaran km anak kipk yhh
Tue Apr 30 10:45:19 +0000 2024,KIPK yg salah sasaran itu buat orang orang yg mental miskin wkwk,usermiaw,kipk yg salah sasaran itu buat orang orang yg mental miskin wkwk
Tue Apr 30 10:40:42 +0000 2024,ini cuma Undip aja kah yang lagi ngincer KIPK salah sasaran? seru bgt gua scroll isi nya base undip wkwk,coseatlantic,ini cuma undip aja kah yang lagi ngincer kipk salah sasaran seru bgt gua scroll isi nya base undip wkwk
Tue Apr 30 10:38:52 +0000 2024,coba yang penerima kipk salah sasaran di um tolong di spill juga dong,alyaparacetamol,coba yang penerima kipk salah sasaran di um tolong di spill juga dong
Tue Apr 30 10:38:50 +0000 2024,@brunisuh tapi jujur jadi takut salah sasaran ini dijadikan alasan pemerintah buat hilangin bantuan KIPK tapi semoga engga yaa,ay23ap,brunisuh tapi jujur jadi takut salah sasaran ini dijadikan alasan pemerintah buat hilangin bantuan kipk tapi semoga engga yaa
Tue Apr 30 10:36:13 +0000 2024,Spall spill kipk salah sasaran undip emang seru. Tp aku jg setuju kalo akan lebih keren andai seluruh mahasiswa bisa bersatu &amp; berserikat buat demo turunin ukt,Hoshiides,spall spill kipk salah sasaran undip emang seru tp aku jg setuju kalo akan lebih keren andai seluruh mahasiswa bisa bersatu amp berserikat buat demo turunin ukt
Tue Apr 30 10:32:34 +0000 2024,@jjhoneyss @undipmenfess gokilll bener dah ni hidup anak2 kipk salah sasaran. kok bisa ya keterima,raarrrwww,jjhoneyss undipmenfess gokilll bener dah ni hidup anak kipk salah sasaran kok bisa ya keterima
Tue Apr 30 10:31:00 +0000 2024,@undipmenfess sering bgt ya kipk salah sasaran gini https://t.co/Drrxwwu6Ba,otamosay,undipmenfess sering bgt ya kipk salah sasaran gini
Tue Apr 30 10:30:07 +0000 2024,allah emang ga tidur karma makan hak orang lain sampe aib nya ke bongkar se akar²nya . aku yg kelas menengah engap bngt mau ikut kipk ga berani karna takut ada yang lebih membutuhkan. liat kipk yg pada salah sasaran rasanya aku pen nangis aja,pra_seeu,allah emang ga tidur karma makan hak orang lain sampe aib nya ke bongkar se akar nya aku yg kelas menengah engap bngt mau ikut kipk ga berani karna takut ada yang lebih membutuhkan liat kipk yg pada salah sasaran rasanya aku pen nangis aja
Tue Apr 30 10:26:50 +0000 2024,@tanyarlfes Suka bingung gimana cerita KIPK dll bisa salah sasaran kayak pernah KTP ku kok bisa masuk list penerima bansos semacamnya gitu sampe ga bisa daftar kartu prakerja di tolak mulu,msdelicatenr_,tanyarlfes suka bingung gimana cerita kipk dll bisa salah sasaran kayak pernah ktp ku kok bisa masuk list penerima bansos semacamnya gitu sampe ga bisa daftar kartu prakerja di tolak mulu
Tue Apr 30 10:23:28 +0000 2024,gaabis pikir lagi kok bisa KIPK salah sasaran tuh gimana,gxviinnn,gaabis pikir lagi kok bisa kipk salah sasaran tuh gimana
Tue Apr 30 10:21:13 +0000 2024,@undipmenfess ini pasti sendernya salah satu penerima kipk yg salah sasaran itu,daegguy,undipmenfess ini pasti sendernya salah satu penerima kipk yg salah sasaran itu
Tue Apr 30 10:20:23 +0000 2024,Eh gak kuat banget ngeliat tweets kipk salah sasaran?? Banyak banget??,drasecacc,eh gak kuat banget ngeliat tweets kipk salah sasaran banyak banget
Tue Apr 30 10:18:16 +0000 2024,@rrrascal__ Aku speak up kek gini sebagai korban yang di bully karena perkara dr beli sbucks 54k padahal mereka gak tau hidup aku kek gimana? Tiap hari raya yang dibahas uang uang uang mereka gak ngerti klo misal gak semua penerima KIPK itu salah sasaran.,AnllFR990802,rrrascal aku speak up kek gini sebagai korban yang di bully karena perkara dr beli sbucks k padahal mereka gak tau hidup aku kek gimana tiap hari raya yang dibahas uang uang uang mereka gak ngerti klo misal gak semua penerima kipk itu salah sasaran
Tue Apr 30 10:17:52 +0000 2024,seru bgt org org pd spill kipk salah sasaran keep it up!,rubpvy,seru bgt org org pd spill kipk salah sasaran keep it up
Tue Apr 30 10:11:51 +0000 2024,@lchizue Jangankan KIPK bidikmisi aja banyak yg salah sasaran,zwkiii,lchizue jangankan kipk bidikmisi aja banyak yg salah sasaran
Tue Apr 30 10:10:23 +0000 2024,@adharaf_ @undipmenfess Another day another salah satu KIPK salah sasaran lagi,veetacam,adharaf undipmenfess another day another salah satu kipk salah sasaran lagi
Tue Apr 30 10:09:12 +0000 2024,Inipun gasadar diri juga. Kesel bgt bbrp hari ini ngeliat kipk ga tepat sasaran padahal jauh lebih banyak mahasiswa/i dari keluarga menengah yang butuh bantuan buat bayar ukt tapi gadapat hanya karena salah satu ortu nya pns. Memang kontol,lunarshelter,inipun gasadar diri juga kesel bgt bbrp hari ini ngeliat kipk ga tepat sasaran padahal jauh lebih banyak mahasiswai dari keluarga menengah yang butuh bantuan buat bayar ukt tapi gadapat hanya karena salah satu ortu nya pns memang kontol
Tue Apr 30 09:31:39 +0000 2024,perasaan tiap hari ada aja yg kena spill kipk salah sasaran,staygittarius,perasaan tiap hari ada aja yg kena spill kipk salah sasaran
Tue Apr 30 09:28:32 +0000 2024,@tanyarlfes Kipk bener benee salah sasaran kayak mna sih seleksi nya,Vwxyz58,tanyarlfes kipk bener benee salah sasaran kayak mna sih seleksi nya
Tue Apr 30 09:27:21 +0000 2024,@anggapph2 Yeeee kipk aja banyak yang salah sasaran mahasiswa yang harusnya dapet malah ga dapet. Justru kalo memang stan bukan satu satunya jalan kenapa harus ditutup? Kenapa malah mengurangi solusi buat kuliah tanpa terhalang biaya?,anaheimenjoyer,anggapph yeeee kipk aja banyak yang salah sasaran mahasiswa yang harusnya dapet malah ga dapet justru kalo memang stan bukan satu satunya jalan kenapa harus ditutup kenapa malah mengurangi solusi buat kuliah tanpa terhalang biaya
Tue Apr 30 09:25:43 +0000 2024,Diliat liat ini kipk salah sasaran kebanyakan cewek cewek emang doyan flexing ternyata...,davionnz,diliat liat ini kipk salah sasaran kebanyakan cewek cewek emang doyan flexing ternyata
Tue Apr 30 09:23:43 +0000 2024,@tanyakanrl isi tl gw akhir ini: timnas u23 ija kipk ija bully penerima kipk salah sasaran yg lain joce plot twist pelaku bully juga,astromallet,tanyakanrl isi tl gw akhir ini timnas u ija kipk ija bully penerima kipk salah sasaran yg lain joce plot twist pelaku bully juga
Tue Apr 30 09:22:34 +0000 2024,Gud! Lanjutikan laj spall spill penerima dana kipk yang salah sasaran itu biar ga jadi bibit koruptor,hihanghoyheng,gud lanjutikan laj spall spill penerima dana kipk yang salah sasaran itu biar ga jadi bibit koruptor
Tue Apr 30 09:21:51 +0000 2024,@tanyarlfes kipk ini pas kampus lagi seminar pernah di bahas kl gasalah waktu itu pematerinya dprd prov dari partai merah (cmiiw) ak uda lupa seminarnya 2 tahun lalu. ditanyain mahasiswa tentang kipk salah sasaran malah jawabannya ga memuaskan. disuruh ikut beasiswa dari bupati aja seingetku,needumdbstr,tanyarlfes kipk ini pas kampus lagi seminar pernah di bahas kl gasalah waktu itu pematerinya dprd prov dari partai merah cmiiw ak uda lupa seminarnya tahun lalu ditanyain mahasiswa tentang kipk salah sasaran malah jawabannya ga memuaskan disuruh ikut beasiswa dari bupati aja seingetku
Tue Apr 30 09:20:08 +0000 2024,@undipmenfess Kenapa ya bantuan dari pemerintah banyak yang salah sasaran. Di kampus gua banyak yang kek gini gaya hidup hedon nongki di cafe mahal tapi malah dpt kipk sialan sedangkan yang hidupnya pas²an ga lolos kipk nya,pjmrsha12,undipmenfess kenapa ya bantuan dari pemerintah banyak yang salah sasaran di kampus gua banyak yang kek gini gaya hidup hedon nongki di cafe mahal tapi malah dpt kipk sialan sedangkan yang hidupnya pas an ga lolos kipk nya
Tue Apr 30 09:19:22 +0000 2024,@tanyarlfes Jadi penasaran sistemnya kipk ini gimana kok bisa banyak yang salah sasaran ini rumahnya gak di datengin kah? Kea di cek beneran rumahnya apa bukan perlu foto rumah kan ya?,nabellafayen,tanyarlfes jadi penasaran sistemnya kipk ini gimana kok bisa banyak yang salah sasaran ini rumahnya gak di datengin kah kea di cek beneran rumahnya apa bukan perlu foto rumah kan ya
Tue Apr 30 09:18:56 +0000 2024,undip rame bgt penerima kipk salah sasaran ya,celestialouv,undip rame bgt penerima kipk salah sasaran ya
Tue Apr 30 09:18:19 +0000 2024,banyak case kipk salah sasaran yang terungkap jadi ngeri deh. tapi mengingat ini aja baru sampe kosan dengan naik angkot dri kampus ak tidak takut lagi ,whitenoiice,banyak case kipk salah sasaran yang terungkap jadi ngeri deh tapi mengingat ini aja baru sampe kosan dengan naik angkot dri kampus ak tidak takut lagi
Tue Apr 30 09:14:25 +0000 2024,Melihat fenomena kipk salah sasaran rasanya nyesek bgt. Keinget adek sendiri gk lolos kipk padahal bapak cuma pensiunan ptpn yg tiap bulannya hanya dapat 1.250rb,intndwr,melihat fenomena kipk salah sasaran rasanya nyesek bgt keinget adek sendiri gk lolos kipk padahal bapak cuma pensiunan ptpn yg tiap bulannya hanya dapat rb
Tue Apr 30 09:14:06 +0000 2024,Padahal mau ganti style dress ke koket koket gitu Eh ternyata style koket estetik template penerima kipk salah sasaran ya ,mayahangkito,padahal mau ganti style dress ke koket koket gitu eh ternyata style koket estetik template penerima kipk salah sasaran ya
Tue Apr 30 09:13:59 +0000 2024,Banyak juga yaaa KIPK salah sasaran. ,rosadaaa_,banyak juga yaaa kipk salah sasaran
Tue Apr 30 09:12:52 +0000 2024,@undipmenfess petugas kipk tuh ga kerja apa gimana sih? apa ga ketampar soal salah sasaran sebanyak ini,GorgeousGriffin,undipmenfess petugas kipk tuh ga kerja apa gimana sih apa ga ketampar soal salah sasaran sebanyak ini
Tue Apr 30 09:08:29 +0000 2024,anjir undip unpad kenapa banyak kipk salah sasaran dah meanwhile waktu daftar gue digetok ukt + spi seharga 1 aerox,gacoanmatah,anjir undip unpad kenapa banyak kipk salah sasaran dah meanwhile waktu daftar gue digetok ukt spi seharga aerox
Tue Apr 30 09:07:12 +0000 2024,Dak kelar kelar njir per spill an anak beasiswa kipk salah sasaran Undip wkwk base UNSRI lagi off kalu aktif mungkin banyak juga spill spill,Sapiderman01,dak kelar kelar njir per spill an anak beasiswa kipk salah sasaran undip wkwk base unsri lagi off kalu aktif mungkin banyak juga spill spill
Tue Apr 30 09:07:11 +0000 2024,seru bgt liatin kipk salah sasaran pada ke spill gini xixi. kata gue mah mending yang belum ke spill ngajuin ngundurin diri duluan dehh sebelum ke spill,bibbububibab,seru bgt liatin kipk salah sasaran pada ke spill gini xixi kata gue mah mending yang belum ke spill ngajuin ngundurin diri duluan dehh sebelum ke spill
Tue Apr 30 09:05:50 +0000 2024,pls hrd blacklist aja semua penerima bantuan kipk salah sasaran alias bibit2 koruptor biar pada jera,rentrouvaile,pls hrd blacklist aja semua penerima bantuan kipk salah sasaran alias bibit koruptor biar pada jera
Tue Apr 30 08:38:15 +0000 2024,@KamadiksiKIPK @undipmenfess Maksudnya Kamadiksi nyuruh bantu submit form itu ya biar pengurus Kamadiksi bisa bantu terusin laporannya ke pihak rektorat jd lebih cepat ternotice. Sama ky ormawa BEM BLM DLM gt lho. Salah sasaran kalian kl ngatain Kamadiksi krn mereka cm mahasiswa KIPK biasa bkn pegawai,Pitik1810,kamadiksikipk undipmenfess maksudnya kamadiksi nyuruh bantu submit form itu ya biar pengurus kamadiksi bisa bantu terusin laporannya ke pihak rektorat jd lebih cepat ternotice sama ky ormawa bem blm dlm gt lho salah sasaran kalian kl ngatain kamadiksi krn mereka cm mahasiswa kipk biasa bkn pegawai
Tue Apr 30 08:32:47 +0000 2024, KIPK tapi salah sasaran gini kan sama aja korup bisa dipenjara ga sih? gen ask https://t.co/WOds4FGEOv,tanyakanrl,kipk tapi salah sasaran gini kan sama aja korup bisa dipenjara ga sih gen ask
Tue Apr 30 08:31:25 +0000 2024,@retnoprmst_ @undipmenfess Lebih tepatnya kipk dulu sering salah sasaran baik di undip dan dimanapun,Fymzoo24,retnoprmst undipmenfess lebih tepatnya kipk dulu sering salah sasaran baik di undip dan dimanapun
Tue Apr 30 08:27:42 +0000 2024,undip dari kmrn ga berenti2 kipk yang salah sasaran,jjencakes,undip dari kmrn ga berenti kipk yang salah sasaran
Tue Apr 30 08:25:25 +0000 2024,syukur penerima kipk yg padahal mampu biayain kuliah sendiri mulai terekspos. stop normalisasi kipk salah sasaran. semoga ini jadi evaluasi pemerintah buat seleksi beasiswa lebih ketat. banyak orang kurang mampu yg lebih pantes disokong pendidikannya drpd influencers ini.,sweetbylanarey,syukur penerima kipk yg padahal mampu biayain kuliah sendiri mulai terekspos stop normalisasi kipk salah sasaran semoga ini jadi evaluasi pemerintah buat seleksi beasiswa lebih ketat banyak orang kurang mampu yg lebih pantes disokong pendidikannya drpd influencers ini
Tue Apr 30 08:25:13 +0000 2024,ini apa ga ada kinerja baiknya kah para pemerintah? sampe salah sasaran semua yg dapet KIPK. meskipun covid ato gak yg dliat bukan kerjaannya apa tp bahkan sampe rumah dan lingkungan kek mana. bahkan biaya air listrik harta tuh diliat bro.,allboutsuga,ini apa ga ada kinerja baiknya kah para pemerintah sampe salah sasaran semua yg dapet kipk meskipun covid ato gak yg dliat bukan kerjaannya apa tp bahkan sampe rumah dan lingkungan kek mana bahkan biaya air listrik harta tuh diliat bro
Tue Apr 30 08:23:56 +0000 2024,Buset KIPK Undip banyak bener yg salah sasaran,deardwinary,buset kipk undip banyak bener yg salah sasaran
Tue Apr 30 08:22:49 +0000 2024,@irenesyyaw @undipmenfess yakin petugas ga ada ikut andil dalam salah sasaran kipk?,GorgeousGriffin,irenesyyaw undipmenfess yakin petugas ga ada ikut andil dalam salah sasaran kipk
Tue Apr 30 08:21:46 +0000 2024,Gak kaget si emang banyak kasus kayak @digidegu KIPK salah sasaran,nefanara,gak kaget si emang banyak kasus kayak digidegu kipk salah sasaran
Tue Apr 30 08:20:04 +0000 2024,Mhs undip yang dapet kipk salah sasaran diliat liat lebih kaya daripada aku yang reguler dulu deh: Lifestyle nya uluh uluh,lijenoting,mhs undip yang dapet kipk salah sasaran diliat liat lebih kaya daripada aku yang reguler dulu deh lifestyle nya uluh uluh
Tue Apr 30 08:20:02 +0000 2024,lagi rame KIPK yg salah sasaran aku ada beberapa uneg-uneg yg pengen aku sampaikan berdasarkan pengalaman dan opini pribadi. - A THREAD-,ourskltn,lagi rame kipk yg salah sasaran aku ada beberapa uneg uneg yg pengen aku sampaikan berdasarkan pengalaman dan opini pribadi a thread
Tue Apr 30 08:14:15 +0000 2024,@undipmenfess Heh @Kemdikbud_RI Pak katanya merdeka belajar tapi sistem kipk untuk merdekain belajar mereka yang kurang mampu dalam segi finansial malah salah sasaran tapi ini gak satu atau dua orang loh banyak banget dan udah jadi rahasia umum tolong perbaiki lagi survei penerimanya,kyutiees01,undipmenfess heh kemdikbud ri pak katanya merdeka belajar tapi sistem kipk untuk merdekain belajar mereka yang kurang mampu dalam segi finansial malah salah sasaran tapi ini gak satu atau dua orang loh banyak banget dan udah jadi rahasia umum tolong perbaiki lagi survei penerimanya
Tue Apr 30 08:07:43 +0000 2024,@undipmenfess lama² buat menfess baru. kipkfess untuk mengawal para penerima kipk biar g salah sasaran,pusinkbeut,undipmenfess lama buat menfess baru kipkfess untuk mengawal para penerima kipk biar g salah sasaran
